[10/4/25 08:23PM] Hank used command ::yell yes sir | Player rights = OWNER	
[10/18/25 07:55PM] Hank used command ::item 23414 5 | Player rights = OWNER	
[10/18/25 07:56PM] Hank used command ::iten 1 | Player rights = OWNER	
[10/18/25 07:57PM] Hank used command ::item 13150 5 | Player rights = OWNER	
[10/18/25 07:57PM] Hank used command ::item 13150 10000 | Player rights = OWNER	
[10/18/25 07:57PM] Hank used command ::bank | Player rights = OWNER	
[10/18/25 07:58PM] Hank used command ::box | Player rights = OWNER	
[10/18/25 07:58PM] Hank used command ::findbox | Player rights = OWNER	
[10/18/25 07:58PM] Hank used command ::find box | Player rights = OWNER	
[10/18/25 07:59PM] Hank used command ::item 3062 10 | Player rights = OWNER	
[10/18/25 08:00PM] Hank used command ::item 13594 5 | Player rights = OWNER	
[10/18/25 08:00PM] Hank used command ::item 15501 1 | Player rights = OWNER	
[10/18/25 08:01PM] Hank used command ::item 2328 5 | Player rights = OWNER	
[10/18/25 08:01PM] Hank used command ::item 23428 5 | Player rights = OWNER	
[10/18/25 08:01PM] Hank used command ::giveall 13594 5 | Player rights = OWNER	
[10/18/25 08:02PM] Hank used command ::teleto 0 | Player rights = OWNER	
[10/18/25 08:02PM] Hank used command ::home | Player rights = OWNER	
[10/18/25 08:02PM] Hank used command ::teleto 0 | Player rights = OWNER	
[10/18/25 08:02PM] Hank used command ::teleto O | Player rights = OWNER	
[10/18/25 08:03PM] Hank used command ::giveitem 13594 1 O | Player rights = OWNER	
[10/18/25 08:04PM] Hank used command ::bank | Player rights = OWNER	
[10/18/25 08:04PM] Hank used command ::phase2 | Player rights = OWNER	
[10/18/25 08:04PM] Hank used command ::train2 | Player rights = OWNER	
[10/18/25 08:04PM] Hank used command ::teleto O | Player rights = OWNER	
[10/18/25 08:06PM] Hank used command ::find bond | Player rights = OWNER	
[10/18/25 08:07PM] Hank used command ::item 10935 | Player rights = OWNER	
[10/18/25 08:07PM] Hank used command ::giveruby O | Player rights = OWNER	
[10/18/25 08:07PM] Hank used command ::teleto O | Player rights = OWNER	
[10/18/25 08:08PM] Hank used command ::home | Player rights = OWNER	
[10/18/25 08:12PM] Hank used command ::staffzone | Player rights = OWNER	
[10/18/25 08:12PM] Hank used command ::yell if you have any questions feel free to ask me  | Player rights = OWNER	
[10/18/25 08:13PM] Hank used command ::yell pm me on discord im working on some updates | Player rights = OWNER	
[10/18/25 08:23PM] Hank used command ::givemod kursed | Player rights = OWNER	
[10/18/25 08:33PM] Hank used command ::bank | Player rights = OWNER	
[10/18/25 08:34PM] Hank used command ::giveitem 23023 10 O | Player rights = OWNER	
[10/18/25 08:34PM] Hank used command ::giveitme 23020 10 O | Player rights = OWNER	
[10/18/25 08:35PM] Hank used command ::giveitem 23020 10 O | Player rights = OWNER	
[10/18/25 08:36PM] Hank used command ::item 23023 | Player rights = OWNER	
[10/18/25 08:44PM] Hank used command ::teleto kursed | Player rights = OWNER	
[10/18/25 08:45PM] Hank used command ::kick kursed | Player rights = OWNER	
[10/18/25 08:45PM] Hank used command ::teleto thecyb | Player rights = OWNER	
[10/18/25 08:58PM] Hank used command ::teleto kursed | Player rights = OWNER	
[10/18/25 09:26PM] Hank used command ::bank | Player rights = OWNER	
[10/18/25 09:27PM] Hank used command ::giveitem 21218 200 dox | Player rights = OWNER	
[10/18/25 09:27PM] Hank used command ::teleto dox | Player rights = OWNER	
[10/18/25 09:30PM] Hank used command ::expon | Player rights = OWNER	
[10/18/25 09:35PM] Hank used command ::droon | Player rights = OWNER	
[10/18/25 09:35PM] Hank used command ::dron | Player rights = OWNER	
[10/18/25 09:35PM] Hank used command ::slayon | Player rights = OWNER	
